Gene Ensembl ID,2020 Gene Name,2024 Gene Name,2020 Gene Type,2024 Gene Type
ENSMUSG00000009633,G0s2,G0s2,protein_coding,protein_coding
ENSMUSG00000009640,Dmap1,Dmap1,protein_coding,protein_coding
ENSMUSG00000009646,Pla2g12b,Pla2g12b,protein_coding,protein_coding
ENSMUSG00000009647,Mcu,Mcu,protein_coding,protein_coding
ENSMUSG00000009654,Oit3,Oit3,protein_coding,protein_coding
ENSMUSG00000009670,Tex11,Tex11,protein_coding,protein_coding
ENSMUSG00000009681,Bcr,Bcr,protein_coding,protein_coding
ENSMUSG00000009687,Fxyd5,Fxyd5,protein_coding,protein_coding
ENSMUSG00000009731,Kcnd1,Kcnd1,protein_coding,protein_coding
ENSMUSG00000009733,Tfcp2,Tfcp2,protein_coding,protein_coding
ENSMUSG00000009734,Pou6f2,Pou6f2,protein_coding,protein_coding
ENSMUSG00000009739,Pou6f1,Pou6f1,protein_coding,protein_coding
ENSMUSG00000009741,Ubp1,Ubp1,protein_coding,protein_coding
ENSMUSG00000009772,Nuak2,Nuak2,protein_coding,protein_coding
ENSMUSG00000009828,Ick,Cilk1,protein_coding,protein_coding
ENSMUSG00000009863,Sdhb,Sdhb,protein_coding,protein_coding
ENSMUSG00000009876,Cox4i2,Cox4i2,protein_coding,protein_coding
ENSMUSG00000009894,Snap47,Snap47,protein_coding,protein_coding
ENSMUSG00000009900,Wnt3a,Wnt3a,protein_coding,protein_coding
ENSMUSG00000009905,Kdsr,Kdsr,protein_coding,protein_coding
ENSMUSG00000009907,Vps4b,Vps4b,protein_coding,protein_coding
ENSMUSG00000009927,Rps25,Rps25,protein_coding,protein_coding
ENSMUSG00000009941,Nxf2,Nxf2,protein_coding,protein_coding
ENSMUSG00000009995,Taz,Tafazzin,protein_coding,protein_coding
ENSMUSG00000010021,Kif19a,Kif19a,protein_coding,protein_coding
ENSMUSG00000010025,Aldh3a2,Aldh3a2,protein_coding,protein_coding
ENSMUSG00000010044,Zmynd10,Zmynd10,protein_coding,protein_coding
ENSMUSG00000010045,Tmem115,Tmem115,protein_coding,protein_coding
ENSMUSG00000010047,Hyal2,Hyal2,protein_coding,protein_coding
ENSMUSG00000010048,Ifrd2,Ifrd2,protein_coding,protein_coding
ENSMUSG00000010051,Hyal1,Hyal1,protein_coding,protein_coding
ENSMUSG00000010054,Tusc2,Tusc2,protein_coding,protein_coding
ENSMUSG00000010057,Nprl2,Nprl2,protein_coding,protein_coding
ENSMUSG00000010064,Slc38a3,Slc38a3,protein_coding,protein_coding
ENSMUSG00000010066,Cacna2d2,Cacna2d2,protein_coding,protein_coding
ENSMUSG00000010067,Rassf1,Rassf1,protein_coding,protein_coding
ENSMUSG00000010080,Epn3,Epn3,protein_coding,protein_coding
ENSMUSG00000010086,Rnf112,Rnf112,protein_coding,protein_coding
ENSMUSG00000010095,Slc3a2,Slc3a2,protein_coding,protein_coding
ENSMUSG00000010097,Nxf1,Nxf1,protein_coding,protein_coding
ENSMUSG00000010110,Stx5a,Stx5a,protein_coding,protein_coding
ENSMUSG00000010122,Slc47a1,Slc47a1,protein_coding,protein_coding
ENSMUSG00000010136,Pifo,Pifo,protein_coding,protein_coding
ENSMUSG00000010142,Tnfrsf13b,Tnfrsf13b,protein_coding,protein_coding
ENSMUSG00000010154,Spire2,Spire2,protein_coding,protein_coding
ENSMUSG00000010175,Prox1,Prox1,protein_coding,protein_coding
ENSMUSG00000010205,,Raver1,,protein_coding
ENSMUSG00000010277,2610507B11Rik,Bltp2,protein_coding,protein_coding
ENSMUSG00000010290,AI597479,AI597479,protein_coding,protein_coding
ENSMUSG00000010307,Tmem86a,Tmem86a,protein_coding,protein_coding
ENSMUSG00000010311,Optc,Optc,protein_coding,protein_coding
ENSMUSG00000010342,Tex14,Tex14,protein_coding,protein_coding
ENSMUSG00000010358,Ifi35,Ifi35,protein_coding,protein_coding
ENSMUSG00000010362,Rdm1,Rdm1,protein_coding,protein_coding
ENSMUSG00000010376,Nedd8,Nedd8,protein_coding,protein_coding
ENSMUSG00000010392,Gosr1,Gosr1,protein_coding,protein_coding
ENSMUSG00000010406,Mrpl52,Mrpl52,protein_coding,protein_coding
ENSMUSG00000010435,Spaca7,Spaca7,protein_coding,protein_coding
ENSMUSG00000010453,Kansl3,Kansl3,protein_coding,protein_coding
ENSMUSG00000010461,Eya4,Eya4,protein_coding,protein_coding
ENSMUSG00000010476,Ebf3,Ebf3,protein_coding,protein_coding
ENSMUSG00000010492,Uckl1os,Uckl1os,lncRNA,lncRNA
ENSMUSG00000010505,Myt1,Myt1,protein_coding,protein_coding
ENSMUSG00000010517,Faf1,Faf1,protein_coding,protein_coding
ENSMUSG00000010529,Gm266,Gm266,protein_coding,protein_coding
ENSMUSG00000010538,Tsacc,Tsacc,protein_coding,protein_coding
ENSMUSG00000010554,Mettl16,Mettl16,protein_coding,protein_coding
ENSMUSG00000010592,Dazl,Dazl,protein_coding,protein_coding
ENSMUSG00000010601,Apol7a,Apol7a,protein_coding,protein_coding
ENSMUSG00000010607,Pigyl,Pigyl,protein_coding,protein_coding
ENSMUSG00000010608,Rbm25,Rbm25,protein_coding,protein_coding
ENSMUSG00000010609,Psen2,Psen2,protein_coding,protein_coding
ENSMUSG00000010651,Acaa1b,Acaa1b,protein_coding,protein_coding
ENSMUSG00000010660,Plcd1,Plcd1,protein_coding,protein_coding
ENSMUSG00000010663,Fads1,Fads1,protein_coding,protein_coding
ENSMUSG00000010721,Lmbr1,Lmbr1,protein_coding,protein_coding
ENSMUSG00000010751,Tnfrsf22,Tnfrsf22,protein_coding,protein_coding
ENSMUSG00000010755,Cars,Cars,protein_coding,protein_coding
ENSMUSG00000010760,Phlda2,Phlda2,protein_coding,protein_coding
ENSMUSG00000010796,Asz1,Asz1,protein_coding,protein_coding
ENSMUSG00000010797,Wnt2,Wnt2,protein_coding,protein_coding
ENSMUSG00000010803,Gabra1,Gabra1,protein_coding,protein_coding
ENSMUSG00000010825,Grid2ip,Grid2ip,protein_coding,protein_coding
ENSMUSG00000010830,Kdelr3,Kdelr3,protein_coding,protein_coding
ENSMUSG00000010841,Cfap97d1,Cfap97d1,protein_coding,protein_coding
ENSMUSG00000010911,Apip,Apip,protein_coding,protein_coding
ENSMUSG00000010914,Pdhx,Pdhx,protein_coding,protein_coding
ENSMUSG00000010936,Vac14,Vac14,protein_coding,protein_coding
ENSMUSG00000011008,Mcoln2,Mcoln2,protein_coding,protein_coding
ENSMUSG00000011034,Slc5a1,Slc5a1,protein_coding,protein_coding
ENSMUSG00000011096,Akt1s1,Akt1s1,protein_coding,protein_coding
ENSMUSG00000011114,Tbrg1,Tbrg1,protein_coding,protein_coding
ENSMUSG00000011118,Panx3,Panx3,protein_coding,protein_coding
ENSMUSG00000011148,Adssl1,Adssl1,protein_coding,protein_coding
ENSMUSG00000011154,Cfap161,Cfap161,protein_coding,protein_coding
ENSMUSG00000011158,Brf1,Brf1,protein_coding,protein_coding
ENSMUSG00000011171,Vipr2,Vipr2,protein_coding,protein_coding
ENSMUSG00000011179,Odc1,Odc1,protein_coding,protein_coding
ENSMUSG00000011254,Thg1l,Thg1l,protein_coding,protein_coding
ENSMUSG00000011256,Adam19,Adam19,protein_coding,protein_coding
ENSMUSG00000011257,Pabpc4,Pabpc4,protein_coding,protein_coding
ENSMUSG00000011263,Exoc3l2,Exoc3l2,protein_coding,protein_coding
ENSMUSG00000011267,Zfp296,Zfp296,protein_coding,protein_coding
ENSMUSG00000011305,Plin5,Plin5,protein_coding,protein_coding
ENSMUSG00000011306,Sugp1,Sugp1,protein_coding,protein_coding
ENSMUSG00000011349,Dmrtc2,Dmrtc2,protein_coding,protein_coding
ENSMUSG00000011350,Gm5893,Gm5893,lncRNA,lncRNA
ENSMUSG00000011382,Dhdh,Dhdh,protein_coding,protein_coding
ENSMUSG00000011427,Zfp790,Zfp790,protein_coding,protein_coding
ENSMUSG00000011463,Cpb1,Cpb1,protein_coding,protein_coding
ENSMUSG00000011486,Slc25a41,Slc25a41,protein_coding,protein_coding
ENSMUSG00000011589,Fsd1,Fsd1,protein_coding,protein_coding
ENSMUSG00000011632,Pinlyp,Pinlyp,protein_coding,protein_coding
ENSMUSG00000011658,Fuz,Fuz,protein_coding,protein_coding
ENSMUSG00000011751,Sptbn4,Sptbn4,protein_coding,protein_coding
ENSMUSG00000011752,Pgam1,Pgam1,protein_coding,protein_coding
ENSMUSG00000011831,Evi5,Evi5,protein_coding,protein_coding
ENSMUSG00000011832,Evi5l,Evi5l,protein_coding,protein_coding
ENSMUSG00000011837,Snapc2,Snapc2,protein_coding,protein_coding
ENSMUSG00000011877,Git1,Git1,protein_coding,protein_coding
ENSMUSG00000011884,Gltp,Gltp,protein_coding,protein_coding
ENSMUSG00000011958,Bnip2,Bnip2,protein_coding,protein_coding
ENSMUSG00000011960,Ccnt1,Ccnt1,protein_coding,protein_coding
ENSMUSG00000012017,Scarf2,Scarf2,protein_coding,protein_coding
ENSMUSG00000012042,4930579F01Rik,4930579F01Rik,protein_coding,protein_coding
ENSMUSG00000012076,Brms1l,Brms1l,protein_coding,protein_coding
ENSMUSG00000012114,Med15,Med15,protein_coding,protein_coding
ENSMUSG00000012117,Dhdds,Dhdds,protein_coding,protein_coding
ENSMUSG00000012123,Crybg2,Crybg2,protein_coding,protein_coding
ENSMUSG00000012126,Ubxn11,Ubxn11,protein_coding,protein_coding
ENSMUSG00000012187,Mogat1,Mogat1,protein_coding,protein_coding
ENSMUSG00000012211,Tex22,Tex22,protein_coding,protein_coding
ENSMUSG00000012282,Wnt8a,Wnt8a,protein_coding,protein_coding
ENSMUSG00000012296,Tjap1,Tjap1,protein_coding,protein_coding
ENSMUSG00000012350,Ehf,Ehf,protein_coding,protein_coding
ENSMUSG00000012396,Nanog,Nanog,protein_coding,protein_coding
ENSMUSG00000012405,Rpl15,Rpl15,protein_coding,protein_coding
ENSMUSG00000012422,Tmem167,Tmem167,protein_coding,protein_coding
ENSMUSG00000012428,Steap4,Steap4,protein_coding,protein_coding
ENSMUSG00000012429,Mplkip,Mplkip,protein_coding,protein_coding
ENSMUSG00000012443,Kif11,Kif11,protein_coding,protein_coding
ENSMUSG00000012483,Rpa3,Rpa3,protein_coding,protein_coding
ENSMUSG00000012519,Mlkl,Mlkl,protein_coding,protein_coding
ENSMUSG00000012520,Phox2b,Phox2b,protein_coding,protein_coding
ENSMUSG00000012535,Tnpo3,Tnpo3,protein_coding,protein_coding
ENSMUSG00000012609,Ttll5,Ttll5,protein_coding,protein_coding
ENSMUSG00000012640,Zfp715,Zfp715,protein_coding,protein_coding
ENSMUSG00000012705,Retn,Retn,protein_coding,protein_coding
ENSMUSG00000012777,Acp4,Acp4,protein_coding,protein_coding
ENSMUSG00000012819,Cdh23,Cdh23,protein_coding,protein_coding
ENSMUSG00000012848,Rps5,Rps5,protein_coding,protein_coding
ENSMUSG00000012889,Podnl1,Podnl1,protein_coding,protein_coding
ENSMUSG00000013033,Adgrl1,Adgrl1,protein_coding,protein_coding
ENSMUSG00000013076,Amotl1,Amotl1,protein_coding,protein_coding
ENSMUSG00000013083,2200002J24Rik,2200002J24Rik,protein_coding,protein_coding
ENSMUSG00000013089,Etv5,Etv5,protein_coding,protein_coding
ENSMUSG00000013091,Tmem190,Tmem190,protein_coding,protein_coding
ENSMUSG00000013150,Gfod2,Gfod2,protein_coding,protein_coding
ENSMUSG00000013155,Enkd1,Enkd1,protein_coding,protein_coding
ENSMUSG00000013158,4933405L10Rik,4933405L10Rik,protein_coding,protein_coding
ENSMUSG00000013160,Atp6v0d1,Atp6v0d1,protein_coding,protein_coding
ENSMUSG00000013236,Ptprs,Ptprs,protein_coding,protein_coding
ENSMUSG00000013275,Slc41a1,Slc41a1,protein_coding,protein_coding
ENSMUSG00000013338,Fer1l4,Fer1l4,protein_coding,protein_coding
ENSMUSG00000013353,4931406B18Rik,4931406B18Rik,protein_coding,protein_coding
ENSMUSG00000013367,Iglon5,Iglon5,protein_coding,protein_coding
ENSMUSG00000013415,Igf2bp1,Igf2bp1,protein_coding,protein_coding
ENSMUSG00000013418,B4galnt2,B4galnt2,protein_coding,protein_coding
ENSMUSG00000013419,Zfp651,Zfp651,protein_coding,protein_coding
ENSMUSG00000013465,Nelfb,Nelfb,protein_coding,protein_coding
ENSMUSG00000013483,Card14,Card14,protein_coding,protein_coding
ENSMUSG00000013495,Tmem175,Tmem175,protein_coding,protein_coding
ENSMUSG00000013523,Bcas1,Bcas1,protein_coding,protein_coding
ENSMUSG00000013539,Tango2,Tango2,protein_coding,protein_coding
ENSMUSG00000013562,4833413E03Rik,4833413E03Rik,lncRNA,lncRNA
ENSMUSG00000013584,Aldh1a2,Aldh1a2,protein_coding,protein_coding
ENSMUSG00000013593,Ndufs2,Ndufs2,protein_coding,protein_coding
ENSMUSG00000013611,Snx31,Snx31,protein_coding,protein_coding
ENSMUSG00000013622,Atraid,Atraid,protein_coding,protein_coding
ENSMUSG00000013629,Cad,Cad,protein_coding,protein_coding
ENSMUSG00000013643,Lypd8,Lypd8,protein_coding,protein_coding
ENSMUSG00000013646,Sh3bp5l,Sh3bp5l,protein_coding,protein_coding
ENSMUSG00000013653,1810065E05Rik,1810065E05Rik,protein_coding,protein_coding
ENSMUSG00000013662,Atad1,Atad1,protein_coding,protein_coding
ENSMUSG00000013663,Pten,Pten,protein_coding,protein_coding
ENSMUSG00000013668,4933402N03Rik,4933402N03Rik,protein_coding,protein_coding
ENSMUSG00000013698,Pea15a,Pea15a,protein_coding,protein_coding
ENSMUSG00000013701,Timm23,Timm23,protein_coding,protein_coding
ENSMUSG00000013707,Tnfaip8l2,Tnfaip8l2,protein_coding,protein_coding
ENSMUSG00000013736,Trnt1,Trnt1,protein_coding,protein_coding
ENSMUSG00000013766,Ly6g6e,Ly6g6e,protein_coding,protein_coding
ENSMUSG00000013787,Ehmt2,Ehmt2,protein_coding,protein_coding
ENSMUSG00000013822,Elof1,Elof1,protein_coding,protein_coding
ENSMUSG00000013833,Med16,Med16,protein_coding,protein_coding
ENSMUSG00000013846,St3gal1,St3gal1,protein_coding,protein_coding
ENSMUSG00000013858,Tmem259,Tmem259,protein_coding,protein_coding
ENSMUSG00000013878,Rnf170,Rnf170,protein_coding,protein_coding
ENSMUSG00000013921,Clip3,Clip3,protein_coding,protein_coding
ENSMUSG00000013928,Thap8,,protein_coding,
ENSMUSG00000013936,Myl2,Myl2,protein_coding,protein_coding
ENSMUSG00000013973,Dedd,Dedd,protein_coding,protein_coding
ENSMUSG00000013974,Mcemp1,Mcemp1,protein_coding,protein_coding
ENSMUSG00000013997,Nit1,Nit1,protein_coding,protein_coding
ENSMUSG00000014030,Pax5,Pax5,protein_coding,protein_coding
ENSMUSG00000014039,Prdm15,Prdm15,protein_coding,protein_coding
ENSMUSG00000014074,Rnf168,Rnf168,protein_coding,protein_coding
ENSMUSG00000014075,Tctex1d2,Dynlt2b,protein_coding,protein_coding
ENSMUSG00000014077,Chp1,Chp1,protein_coding,protein_coding
ENSMUSG00000014104,Sval2,Sval2,protein_coding,protein_coding
ENSMUSG00000014158,Trpv4,Trpv4,protein_coding,protein_coding
ENSMUSG00000014164,Klhl3,Klhl3,protein_coding,protein_coding
ENSMUSG00000014177,Tvp23b,Tvp23b,protein_coding,protein_coding
ENSMUSG00000014195,Dnajc7,Dnajc7,protein_coding,protein_coding
ENSMUSG00000014198,Zfp385c,Zfp385c,protein_coding,protein_coding
ENSMUSG00000014226,Cacybp,Cacybp,protein_coding,protein_coding
ENSMUSG00000014232,Cluap1,Cluap1,protein_coding,protein_coding
ENSMUSG00000014243,Zswim7,Zswim7,protein_coding,protein_coding
ENSMUSG00000014245,Pigl,Pigl,protein_coding,protein_coding
ENSMUSG00000014294,Ndufa2,Ndufa2,protein_coding,protein_coding
ENSMUSG00000014301,Pam16,Pam16,protein_coding,protein_coding
ENSMUSG00000014303,Glis2,Glis2,protein_coding,protein_coding
ENSMUSG00000014313,Cox6c,Cox6c,protein_coding,protein_coding
ENSMUSG00000014329,Bicc1,Bicc1,protein_coding,protein_coding
ENSMUSG00000014349,Ube2z,Ube2z,protein_coding,protein_coding
ENSMUSG00000014351,Gip,Gip,protein_coding,protein_coding
ENSMUSG00000014353,Tmem87b,Tmem87b,protein_coding,protein_coding
ENSMUSG00000014355,Anapc1,Anapc1,protein_coding,protein_coding
ENSMUSG00000014361,Mertk,Mertk,protein_coding,protein_coding
ENSMUSG00000014402,Tsg101,Tsg101,protein_coding,protein_coding
ENSMUSG00000014418,Hps5,Hps5,protein_coding,protein_coding
ENSMUSG00000014426,Map3k4,Map3k4,protein_coding,protein_coding
ENSMUSG00000014444,Piezo1,Piezo1,protein_coding,protein_coding
ENSMUSG00000014453,Blk,Blk,protein_coding,protein_coding
ENSMUSG00000014470,Rnf166,Rnf166,protein_coding,protein_coding
ENSMUSG00000014496,Ankrd28,Ankrd28,protein_coding,protein_coding
ENSMUSG00000014498,Ankrd52,Ankrd52,protein_coding,protein_coding
ENSMUSG00000014503,Pkd2l2,Pkd2l2,protein_coding,protein_coding
ENSMUSG00000014504,Srp19,Srp19,protein_coding,protein_coding
ENSMUSG00000014529,Tmbim7,Tmbim7,protein_coding,protein_coding
ENSMUSG00000014542,Clec4f,Clec4f,protein_coding,protein_coding
ENSMUSG00000014543,Klra17,Klra17,protein_coding,protein_coding
ENSMUSG00000014547,Wdfy2,Wdfy2,protein_coding,protein_coding
ENSMUSG00000014550,Rbsn,Rbsn,protein_coding,protein_coding
ENSMUSG00000014551,Mrps25,Mrps25,protein_coding,protein_coding
ENSMUSG00000014554,Dguok,Dguok,protein_coding,protein_coding
ENSMUSG00000014592,Camta1,Camta1,protein_coding,protein_coding
ENSMUSG00000014599,Csf1,Csf1,protein_coding,protein_coding
ENSMUSG00000014601,Strip1,Strip1,protein_coding,protein_coding
ENSMUSG00000014602,Kif1a,Kif1a,protein_coding,protein_coding
ENSMUSG00000014603,Alx3,Alx3,protein_coding,protein_coding
ENSMUSG00000014606,Slc25a11,Slc25a11,protein_coding,protein_coding
ENSMUSG00000014609,Chrne,Chrne,protein_coding,protein_coding
ENSMUSG00000014633,Cmc2,Cmc2,protein_coding,protein_coding
ENSMUSG00000014668,Chfr,Chfr,protein_coding,protein_coding
ENSMUSG00000014686,Ceacam16,Ceacam16,protein_coding,protein_coding
ENSMUSG00000014704,Hoxa2,Hoxa2,protein_coding,protein_coding
ENSMUSG00000014725,Adam28,Adam28,protein_coding,protein_coding
ENSMUSG00000014747,Ankrd53,Ankrd53,protein_coding,protein_coding
ENSMUSG00000014748,Tex261,Tex261,protein_coding,protein_coding
ENSMUSG00000014763,Fam120b,Fam120b,protein_coding,protein_coding
ENSMUSG00000014767,Tbp,Tbp,protein_coding,protein_coding
ENSMUSG00000014769,Psmb1,Psmb1,protein_coding,protein_coding
ENSMUSG00000014771,Pdcd2,Pdcd2,protein_coding,protein_coding
ENSMUSG00000014773,Dll1,Dll1,protein_coding,protein_coding
ENSMUSG00000014776,Nol3,Nol3,protein_coding,protein_coding
ENSMUSG00000014778,Fhod1,Fhod1,protein_coding,protein_coding
ENSMUSG00000014782,Plekhg4,Plekhg4,protein_coding,protein_coding
ENSMUSG00000014786,Slc9a5,Slc9a5,protein_coding,protein_coding
ENSMUSG00000014791,Elmo3,Elmo3,protein_coding,protein_coding
ENSMUSG00000014813,Stc1,Stc1,protein_coding,protein_coding
ENSMUSG00000014837,4931428F04Rik,Matcap1,protein_coding,protein_coding
ENSMUSG00000014846,Tppp3,Tppp3,protein_coding,protein_coding
ENSMUSG00000014850,Msh3,Msh3,protein_coding,protein_coding
ENSMUSG00000014852,Adamts13,Adamts13,protein_coding,protein_coding
ENSMUSG00000014856,Tmem208,Tmem208,protein_coding,protein_coding
ENSMUSG00000014859,E2f4,E2f4,protein_coding,protein_coding
ENSMUSG00000014867,Surf4,Surf4,protein_coding,protein_coding
ENSMUSG00000014873,Surf2,Surf2,protein_coding,protein_coding
ENSMUSG00000014905,Dnajb9,Dnajb9,protein_coding,protein_coding
ENSMUSG00000014907,Naf1,Naf1,protein_coding,protein_coding
ENSMUSG00000014932,Yes1,Yes1,protein_coding,protein_coding
ENSMUSG00000014956,Ppp1cb,Ppp1cb,protein_coding,protein_coding
ENSMUSG00000014959,Gorasp2,Gorasp2,protein_coding,protein_coding
ENSMUSG00000014980,Tsen15,Tsen15,protein_coding,protein_coding
ENSMUSG00000015001,Oc90,Oc90,protein_coding,protein_coding
ENSMUSG00000015002,Efr3a,Efr3a,protein_coding,protein_coding
ENSMUSG00000015013,Trappc2l,Trappc2l,protein_coding,protein_coding
ENSMUSG00000015016,Acsf3,Acsf3,protein_coding,protein_coding
ENSMUSG00000015023,Ddx19a,Ddx19a,protein_coding,protein_coding
ENSMUSG00000015027,Galns,Galns,protein_coding,protein_coding
ENSMUSG00000015053,Gata2,Gata2,protein_coding,protein_coding
ENSMUSG00000015083,C8g,C8g,protein_coding,protein_coding
ENSMUSG00000015085,Entpd2,Entpd2,protein_coding,protein_coding
ENSMUSG00000015087,Rabl6,Rabl6,protein_coding,protein_coding
ENSMUSG00000015090,Ptgds,Ptgds,protein_coding,protein_coding
ENSMUSG00000015092,Edf1,Edf1,protein_coding,protein_coding
ENSMUSG00000015093,Clic3,Clic3,protein_coding,protein_coding
ENSMUSG00000015094,Npdc1,Npdc1,protein_coding,protein_coding
ENSMUSG00000015095,Fbxw5,Fbxw5,protein_coding,protein_coding
ENSMUSG00000015112,Slc25a13,Slc25a13,protein_coding,protein_coding
ENSMUSG00000015120,Ube2i,Ube2i,protein_coding,protein_coding
ENSMUSG00000015126,Tsr3,Tsr3,protein_coding,protein_coding
ENSMUSG00000015127,Unkl,Unkl,protein_coding,protein_coding
ENSMUSG00000015133,Lrrk1,Lrrk1,protein_coding,protein_coding
ENSMUSG00000015134,Aldh1a3,Aldh1a3,protein_coding,protein_coding
ENSMUSG00000015143,Actn1,Actn1,protein_coding,protein_coding
ENSMUSG00000015149,Sirt2,Sirt2,protein_coding,protein_coding
ENSMUSG00000015165,Hnrnpl,Hnrnpl,protein_coding,protein_coding
ENSMUSG00000015176,Nolc1,Nolc1,protein_coding,protein_coding
ENSMUSG00000015189,Casd1,Casd1,protein_coding,protein_coding
ENSMUSG00000015202,Cnksr3,Cnksr3,protein_coding,protein_coding
ENSMUSG00000015214,Mtmr1,Mtmr1,protein_coding,protein_coding
ENSMUSG00000015217,Hmgb3,Hmgb3,protein_coding,protein_coding
ENSMUSG00000015222,Map2,Map2,protein_coding,protein_coding
ENSMUSG00000015224,Cyp2j9,Cyp2j9,protein_coding,protein_coding
ENSMUSG00000015242,Nipsnap3a,Nipsnap3a,protein_coding,protein_coding
ENSMUSG00000015243,Abca1,Abca1,protein_coding,protein_coding
ENSMUSG00000015247,Nipsnap3b,Nipsnap3b,protein_coding,protein_coding
ENSMUSG00000015289,Lage3,Lage3,protein_coding,protein_coding
ENSMUSG00000015290,Ubl4a,Ubl4a,protein_coding,protein_coding
ENSMUSG00000015291,Gdi1,Gdi1,protein_coding,protein_coding
ENSMUSG00000015305,Sash1,Sash1,protein_coding,protein_coding
ENSMUSG00000015312,Gadd45b,Gadd45b,protein_coding,protein_coding
ENSMUSG00000015314,Slamf6,Slamf6,protein_coding,protein_coding
ENSMUSG00000015316,Slamf1,Slamf1,protein_coding,protein_coding
ENSMUSG00000015335,Zdhhc12,Zdhhc12,protein_coding,protein_coding
ENSMUSG00000015337,Endog,Endog,protein_coding,protein_coding
ENSMUSG00000015340,Cybb,Cybb,protein_coding,protein_coding
ENSMUSG00000015341,Golga7,Golga7,protein_coding,protein_coding
ENSMUSG00000015342,Xk,Xk,protein_coding,protein_coding
ENSMUSG00000015354,Pcolce2,Pcolce2,protein_coding,protein_coding
ENSMUSG00000015355,Cd48,Cd48,protein_coding,protein_coding
ENSMUSG00000015357,Clpx,Clpx,protein_coding,protein_coding
ENSMUSG00000015363,Trabd,Trabd,protein_coding,protein_coding
ENSMUSG00000015365,Mov10l1,Mov10l1,protein_coding,protein_coding
ENSMUSG00000015377,Dennd6b,Dennd6b,protein_coding,protein_coding
ENSMUSG00000015396,Cd83,Cd83,protein_coding,protein_coding
ENSMUSG00000015401,Cltrn,Cltrn,protein_coding,protein_coding
ENSMUSG00000015405,Ace2,Ace2,protein_coding,protein_coding
ENSMUSG00000015437,Gzmb,Gzmb,protein_coding,protein_coding
ENSMUSG00000015441,Gzmf,Gzmf,protein_coding,protein_coding
ENSMUSG00000015443,Gzmn,Gzmn,protein_coding,protein_coding
