Gene_Ensembl_ID,2020_Gene_Name,2024_Gene_Name,2020_Gene_Type,2024_Gene_Type
ENSG00000100711,ZFYVE21,ZFYVE21,protein_coding,protein_coding
ENSG00000100714,MTHFD1,MTHFD1,protein_coding,protein_coding
ENSG00000100721,TCL1A,TCL1A,protein_coding,protein_coding
ENSG00000100722,ZC3H14,ZC3H14,protein_coding,protein_coding
ENSG00000100726,TELO2,TELO2,protein_coding,protein_coding
ENSG00000100731,PCNX1,PCNX1,protein_coding,protein_coding
ENSG00000100739,BDKRB1,BDKRB1,protein_coding,protein_coding
ENSG00000100744,GSKIP,GSKIP,protein_coding,protein_coding
ENSG00000100749,VRK1,VRK1,protein_coding,protein_coding
ENSG00000100764,PSMC1,PSMC1,protein_coding,protein_coding
ENSG00000100767,PAPLN,PAPLN,protein_coding,protein_coding
ENSG00000100784,RPS6KA5,RPS6KA5,protein_coding,protein_coding
ENSG00000100796,PPP4R3A,PPP4R3A,protein_coding,protein_coding
ENSG00000100802,C14orf93,C14orf93,protein_coding,protein_coding
ENSG00000100804,PSMB5,PSMB5,protein_coding,protein_coding
ENSG00000100811,YY1,YY1,protein_coding,protein_coding
ENSG00000100813,ACIN1,ACIN1,protein_coding,protein_coding
ENSG00000100814,CCNB1IP1,CCNB1IP1,protein_coding,protein_coding
ENSG00000100815,TRIP11,TRIP11,protein_coding,protein_coding
ENSG00000100823,APEX1,APEX1,protein_coding,protein_coding
ENSG00000100836,PABPN1,PABPN1,protein_coding,protein_coding
ENSG00000100842,EFS,EFS,protein_coding,protein_coding
ENSG00000100852,ARHGAP5,ARHGAP5,protein_coding,protein_coding
ENSG00000100865,CINP,CINP,protein_coding,protein_coding
ENSG00000100867,DHRS2,DHRS2,protein_coding,protein_coding
ENSG00000100883,SRP54,SRP54,protein_coding,protein_coding
ENSG00000100884,CPNE6,CPNE6,protein_coding,protein_coding
ENSG00000100888,CHD8,CHD8,protein_coding,protein_coding
ENSG00000100889,PCK2,PCK2,protein_coding,protein_coding
ENSG00000100890,PRORP,PRORP,protein_coding,protein_coding
ENSG00000100897,DCAF11,DCAF11,protein_coding,protein_coding
ENSG00000100902,PSMA6,PSMA6,protein_coding,protein_coding
ENSG00000100906,NFKBIA,NFKBIA,protein_coding,protein_coding
ENSG00000100908,EMC9,EMC9,protein_coding,protein_coding
ENSG00000100911,PSME2,PSME2,protein_coding,protein_coding
ENSG00000100916,BRMS1L,BRMS1L,protein_coding,protein_coding
ENSG00000100918,REC8,REC8,protein_coding,protein_coding
ENSG00000100926,TM9SF1,TM9SF1,protein_coding,protein_coding
ENSG00000100934,SEC23A,SEC23A,protein_coding,protein_coding
ENSG00000100938,GMPR2,GMPR2,protein_coding,protein_coding
ENSG00000100941,PNN,PNN,protein_coding,protein_coding
ENSG00000100949,RABGGTA,RABGGTA,protein_coding,protein_coding
ENSG00000100968,NFATC4,NFATC4,protein_coding,protein_coding
ENSG00000100979,PLTP,PLTP,protein_coding,protein_coding
ENSG00000100982,PCIF1,PCIF1,protein_coding,protein_coding
ENSG00000100983,GSS,GSS,protein_coding,protein_coding
ENSG00000100985,MMP9,MMP9,protein_coding,protein_coding
ENSG00000100987,VSX1,VSX1,protein_coding,protein_coding
ENSG00000100991,TRPC4AP,TRPC4AP,protein_coding,protein_coding
ENSG00000100994,PYGB,PYGB,protein_coding,protein_coding
ENSG00000100997,ABHD12,ABHD12,protein_coding,protein_coding
ENSG00000101000,PROCR,PROCR,protein_coding,protein_coding
ENSG00000101003,GINS1,GINS1,protein_coding,protein_coding
ENSG00000101004,NINL,NINL,protein_coding,protein_coding
ENSG00000101017,CD40,CD40,protein_coding,protein_coding
ENSG00000101019,UQCC1,UQCC1,protein_coding,protein_coding
ENSG00000101040,ZMYND8,ZMYND8,protein_coding,protein_coding
ENSG00000101049,SGK2,SGK2,protein_coding,protein_coding
ENSG00000101052,IFT52,IFT52,protein_coding,protein_coding
ENSG00000101057,MYBL2,MYBL2,protein_coding,protein_coding
ENSG00000101074,R3HDML,R3HDML,protein_coding,protein_coding
ENSG00000101076,HNF4A,HNF4A,protein_coding,protein_coding
ENSG00000101079,NDRG3,NDRG3,protein_coding,protein_coding
ENSG00000101082,SLA2,SLA2,protein_coding,protein_coding
ENSG00000101084,RAB5IF,RAB5IF,protein_coding,protein_coding
ENSG00000101096,NFATC2,NFATC2,protein_coding,protein_coding
ENSG00000101098,RIMS4,RIMS4,protein_coding,protein_coding
ENSG00000101104,PABPC1L,PABPC1L,protein_coding,protein_coding
ENSG00000101109,STK4,STK4,protein_coding,protein_coding
ENSG00000101115,SALL4,SALL4,protein_coding,protein_coding
ENSG00000101126,ADNP,ADNP,protein_coding,protein_coding
ENSG00000101132,PFDN4,PFDN4,protein_coding,protein_coding
ENSG00000101134,DOK5,DOK5,protein_coding,protein_coding
ENSG00000101138,CSTF1,CSTF1,protein_coding,protein_coding
ENSG00000101144,BMP7,BMP7,protein_coding,protein_coding
ENSG00000101146,RAE1,RAE1,protein_coding,protein_coding
ENSG00000101150,TPD52L2,TPD52L2,protein_coding,protein_coding
ENSG00000101152,DNAJC5,DNAJC5,protein_coding,protein_coding
ENSG00000101158,NELFCD,NELFCD,protein_coding,protein_coding
ENSG00000101160,CTSZ,CTSZ,protein_coding,protein_coding
ENSG00000101161,PRPF6,PRPF6,protein_coding,protein_coding
ENSG00000101162,TUBB1,TUBB1,protein_coding,protein_coding
ENSG00000101166,PRELID3B,PRELID3B,protein_coding,protein_coding
ENSG00000101180,HRH3,HRH3,protein_coding,protein_coding
ENSG00000101181,MTG2,MTG2,protein_coding,protein_coding
ENSG00000101182,PSMA7,PSMA7,protein_coding,protein_coding
ENSG00000101187,SLCO4A1,SLCO4A1,protein_coding,protein_coding
ENSG00000101188,NTSR1,NTSR1,protein_coding,protein_coding
ENSG00000101189,MRGBP,MRGBP,protein_coding,protein_coding
ENSG00000101190,TCFL5,TCFL5,protein_coding,protein_coding
ENSG00000101191,DIDO1,DIDO1,protein_coding,protein_coding
ENSG00000101193,GID8,GID8,protein_coding,protein_coding
ENSG00000101194,SLC17A9,SLC17A9,protein_coding,protein_coding
ENSG00000101197,BIRC7,BIRC7,protein_coding,protein_coding
ENSG00000101198,NKAIN4,NKAIN4,protein_coding,protein_coding
ENSG00000101199,ARFGAP1,ARFGAP1,protein_coding,protein_coding
ENSG00000101200,AVP,AVP,protein_coding,protein_coding
ENSG00000101203,COL20A1,COL20A1,protein_coding,protein_coding
ENSG00000101204,CHRNA4,CHRNA4,protein_coding,protein_coding
ENSG00000101210,EEF1A2,EEF1A2,protein_coding,protein_coding
ENSG00000101213,PTK6,PTK6,protein_coding,protein_coding
ENSG00000101216,GMEB2,GMEB2,protein_coding,protein_coding
ENSG00000101220,C20orf27,ADISSP,protein_coding,protein_coding
ENSG00000101222,SPEF1,SPEF1,protein_coding,protein_coding
ENSG00000101224,CDC25B,CDC25B,protein_coding,protein_coding
ENSG00000101230,ISM1,ISM1,protein_coding,protein_coding
ENSG00000101236,RNF24,RNF24,protein_coding,protein_coding
ENSG00000101246,ARFRP1,ARFRP1,protein_coding,protein_coding
ENSG00000101247,NDUFAF5,NDUFAF5,protein_coding,protein_coding
ENSG00000101251,SEL1L2,SEL1L2,protein_coding,protein_coding
ENSG00000101255,TRIB3,TRIB3,protein_coding,protein_coding
ENSG00000101265,RASSF2,RASSF2,protein_coding,protein_coding
ENSG00000101266,CSNK2A1,CSNK2A1,protein_coding,protein_coding
ENSG00000101276,SLC52A3,SLC52A3,protein_coding,protein_coding
ENSG00000101280,ANGPT4,ANGPT4,protein_coding,protein_coding
ENSG00000101282,RSPO4,RSPO4,protein_coding,protein_coding
ENSG00000101290,CDS2,CDS2,protein_coding,protein_coding
ENSG00000101292,PROKR2,PROKR2,protein_coding,protein_coding
ENSG00000101294,HM13,HM13,protein_coding,protein_coding
ENSG00000101298,SNPH,SNPH,protein_coding,protein_coding
ENSG00000101306,MYLK2,MYLK2,protein_coding,protein_coding
ENSG00000101307,SIRPB1,SIRPB1,protein_coding,protein_coding
ENSG00000101310,SEC23B,SEC23B,protein_coding,protein_coding
ENSG00000101311,FERMT1,FERMT1,protein_coding,protein_coding
ENSG00000101323,HAO1,HAO1,protein_coding,protein_coding
ENSG00000101327,PDYN,PDYN,protein_coding,protein_coding
ENSG00000101331,CCM2L,CCM2L,protein_coding,protein_coding
ENSG00000101333,PLCB4,PLCB4,protein_coding,protein_coding
ENSG00000101335,MYL9,MYL9,protein_coding,protein_coding
ENSG00000101336,HCK,HCK,protein_coding,protein_coding
ENSG00000101337,TM9SF4,TM9SF4,protein_coding,protein_coding
ENSG00000101342,TLDC2,TLDC2,protein_coding,protein_coding
ENSG00000101343,CRNKL1,CRNKL1,protein_coding,protein_coding
ENSG00000101346,POFUT1,POFUT1,protein_coding,protein_coding
ENSG00000101347,SAMHD1,SAMHD1,protein_coding,protein_coding
ENSG00000101349,PAK5,PAK5,protein_coding,protein_coding
ENSG00000101350,KIF3B,KIF3B,protein_coding,protein_coding
ENSG00000101353,MROH8,MROH8,protein_coding,protein_coding
ENSG00000101361,NOP56,NOP56,protein_coding,protein_coding
ENSG00000101363,MANBAL,MANBAL,protein_coding,protein_coding
ENSG00000101365,IDH3B,IDH3B,protein_coding,protein_coding
ENSG00000101367,MAPRE1,MAPRE1,protein_coding,protein_coding
ENSG00000101384,JAG1,JAG1,protein_coding,protein_coding
ENSG00000101391,CDK5RAP1,CDK5RAP1,protein_coding,protein_coding
ENSG00000101400,SNTA1,SNTA1,protein_coding,protein_coding
ENSG00000101405,OXT,OXT,protein_coding,protein_coding
ENSG00000101407,TTI1,TTI1,protein_coding,protein_coding
ENSG00000101412,E2F1,E2F1,protein_coding,protein_coding
ENSG00000101413,RPRD1B,RPRD1B,protein_coding,protein_coding
ENSG00000101417,PXMP4,PXMP4,protein_coding,protein_coding
ENSG00000101421,CHMP4B,CHMP4B,protein_coding,protein_coding
ENSG00000101425,BPI,BPI,protein_coding,protein_coding
ENSG00000101435,CST9L,CST9L,protein_coding,protein_coding
ENSG00000101438,SLC32A1,SLC32A1,protein_coding,protein_coding
ENSG00000101439,CST3,CST3,protein_coding,protein_coding
ENSG00000101440,ASIP,ASIP,protein_coding,protein_coding
ENSG00000101441,CST4,CST4,protein_coding,protein_coding
ENSG00000101442,ACTR5,ACTR5,protein_coding,protein_coding
ENSG00000101443,WFDC2,WFDC2,protein_coding,protein_coding
ENSG00000101444,AHCY,AHCY,protein_coding,protein_coding
ENSG00000101445,PPP1R16B,PPP1R16B,protein_coding,protein_coding
ENSG00000101446,SPINT3,SPINT3,protein_coding,protein_coding
ENSG00000101447,FAM83D,FAM83D,protein_coding,protein_coding
ENSG00000101448,EPPIN,EPPIN,protein_coding,protein_coding
ENSG00000101452,DHX35,DHX35,protein_coding,protein_coding
ENSG00000101457,DNTTIP1,DNTTIP1,protein_coding,protein_coding
ENSG00000101460,MAP1LC3A,MAP1LC3A,protein_coding,protein_coding
ENSG00000101463,SYNDIG1,SYNDIG1,protein_coding,protein_coding
ENSG00000101464,PIGU,PIGU,protein_coding,protein_coding
ENSG00000101470,TNNC2,TNNC2,protein_coding,protein_coding
ENSG00000101473,ACOT8,ACOT8,protein_coding,protein_coding
ENSG00000101474,APMAP,APMAP,protein_coding,protein_coding
ENSG00000101489,CELF4,CELF4,protein_coding,protein_coding
ENSG00000101493,ZNF516,ZNF516,protein_coding,protein_coding
ENSG00000101542,CDH20,CDH20,protein_coding,protein_coding
ENSG00000101544,ADNP2,ADNP2,protein_coding,protein_coding
ENSG00000101546,RBFA,RBFA,protein_coding,protein_coding
ENSG00000101557,USP14,USP14,protein_coding,protein_coding
ENSG00000101558,VAPA,VAPA,protein_coding,protein_coding
ENSG00000101574,METTL4,METTL4,protein_coding,protein_coding
ENSG00000101577,LPIN2,LPIN2,protein_coding,protein_coding
ENSG00000101596,SMCHD1,SMCHD1,protein_coding,protein_coding
ENSG00000101605,MYOM1,MYOM1,protein_coding,protein_coding
ENSG00000101608,MYL12A,MYL12A,protein_coding,protein_coding
ENSG00000101624,CEP76,CEP76,protein_coding,protein_coding
ENSG00000101638,ST8SIA5,ST8SIA5,protein_coding,protein_coding
ENSG00000101639,CEP192,CEP192,protein_coding,protein_coding
ENSG00000101654,RNMT,RNMT,protein_coding,protein_coding
ENSG00000101665,SMAD7,SMAD7,protein_coding,protein_coding
ENSG00000101670,LIPG,LIPG,protein_coding,protein_coding
ENSG00000101680,LAMA1,LAMA1,protein_coding,protein_coding
ENSG00000101695,RNF125,RNF125,protein_coding,protein_coding
ENSG00000101745,ANKRD12,ANKRD12,protein_coding,protein_coding
ENSG00000101746,NOL4,NOL4,protein_coding,protein_coding
ENSG00000101751,POLI,POLI,protein_coding,protein_coding
ENSG00000101752,MIB1,MIB1,protein_coding,protein_coding
ENSG00000101773,RBBP8,RBBP8,protein_coding,protein_coding
ENSG00000101782,RIOK3,RIOK3,protein_coding,protein_coding
ENSG00000101811,CSTF2,CSTF2,protein_coding,protein_coding
ENSG00000101812,H2BFM,H2BW2,protein_coding,protein_coding
ENSG00000101825,MXRA5,MXRA5,protein_coding,protein_coding
ENSG00000101842,VSIG1,VSIG1,protein_coding,protein_coding
ENSG00000101843,PSMD10,PSMD10,protein_coding,protein_coding
ENSG00000101844,ATG4A,ATG4A,protein_coding,protein_coding
ENSG00000101846,STS,STS,protein_coding,protein_coding
ENSG00000101849,TBL1X,TBL1X,protein_coding,protein_coding
ENSG00000101850,GPR143,GPR143,protein_coding,protein_coding
ENSG00000101856,PGRMC1,PGRMC1,protein_coding,protein_coding
ENSG00000101868,POLA1,POLA1,protein_coding,protein_coding
ENSG00000101871,MID1,MID1,protein_coding,protein_coding
ENSG00000101882,NKAP,NKAP,protein_coding,protein_coding
ENSG00000101883,RHOXF1,RHOXF1,protein_coding,protein_coding
ENSG00000101888,NXT2,NXT2,protein_coding,protein_coding
ENSG00000101890,GUCY2F,GUCY2F,protein_coding,protein_coding
ENSG00000101892,ATP1B4,ATP1B4,protein_coding,protein_coding
ENSG00000101898,MCTS2P,MCTS2,protein_coding,protein_coding
ENSG00000101901,ALG13,ALG13,protein_coding,protein_coding
ENSG00000101911,PRPS2,PRPS2,protein_coding,protein_coding
ENSG00000101916,TLR8,TLR8,protein_coding,protein_coding
ENSG00000101928,MOSPD1,MOSPD1,protein_coding,protein_coding
ENSG00000101935,AMMECR1,AMMECR1,protein_coding,protein_coding
ENSG00000101938,CHRDL1,CHRDL1,protein_coding,protein_coding
ENSG00000101940,WDR13,WDR13,protein_coding,protein_coding
ENSG00000101945,SUV39H1,SUV39H1,protein_coding,protein_coding
ENSG00000101951,PAGE4,PAGE4,protein_coding,protein_coding
ENSG00000101955,SRPX,SRPX,protein_coding,protein_coding
ENSG00000101958,GLRA2,GLRA2,protein_coding,protein_coding
ENSG00000101966,XIAP,XIAP,protein_coding,protein_coding
ENSG00000101972,STAG2,STAG2,protein_coding,protein_coding
ENSG00000101974,ATP11C,ATP11C,protein_coding,protein_coding
ENSG00000101977,MCF2,MCF2,protein_coding,protein_coding
ENSG00000101981,F9,F9,protein_coding,protein_coding
ENSG00000101986,ABCD1,ABCD1,protein_coding,protein_coding
ENSG00000101997,CCDC22,CCDC22,protein_coding,protein_coding
ENSG00000102001,CACNA1F,CACNA1F,protein_coding,protein_coding
ENSG00000102003,SYP,SYP,protein_coding,protein_coding
ENSG00000102007,PLP2,PLP2,protein_coding,protein_coding
ENSG00000102010,BMX,BMX,protein_coding,protein_coding
ENSG00000102021,LUZP4,LUZP4,protein_coding,protein_coding
ENSG00000102024,PLS3,PLS3,protein_coding,protein_coding
ENSG00000102030,NAA10,NAA10,protein_coding,protein_coding
ENSG00000102032,RENBP,RENBP,protein_coding,protein_coding
ENSG00000102034,ELF4,ELF4,protein_coding,protein_coding
ENSG00000102038,SMARCA1,SMARCA1,protein_coding,protein_coding
ENSG00000102043,MTMR8,MTMR8,protein_coding,protein_coding
ENSG00000102048,ASB9,ASB9,protein_coding,protein_coding
ENSG00000102053,ZC3H12B,ZC3H12B,protein_coding,protein_coding
ENSG00000102054,RBBP7,RBBP7,protein_coding,protein_coding
ENSG00000102055,PPP1R2C,PPP1R2C,protein_coding,protein_coding
ENSG00000102057,KCND1,KCND1,protein_coding,protein_coding
ENSG00000102076,OPN1LW,OPN1LW,protein_coding,protein_coding
ENSG00000102078,SLC25A14,SLC25A14,protein_coding,protein_coding
ENSG00000102081,FMR1,FMR1,protein_coding,protein_coding
ENSG00000102096,PIM2,PIM2,protein_coding,protein_coding
ENSG00000102098,SCML2,SCML2,protein_coding,protein_coding
ENSG00000102100,SLC35A2,SLC35A2,protein_coding,protein_coding
ENSG00000102103,PQBP1,PQBP1,protein_coding,protein_coding
ENSG00000102104,RS1,RS1,protein_coding,protein_coding
ENSG00000102109,PCSK1N,PCSK1N,protein_coding,protein_coding
ENSG00000102119,EMD,EMD,protein_coding,protein_coding
ENSG00000102125,TAZ,TAFAZZIN,protein_coding,protein_coding
ENSG00000102128,RAB40AL,RAB40AL,protein_coding,protein_coding
ENSG00000102144,PGK1,PGK1,protein_coding,protein_coding
ENSG00000102145,GATA1,GATA1,protein_coding,protein_coding
ENSG00000102158,MAGT1,MAGT1,protein_coding,protein_coding
ENSG00000102172,SMS,SMS,protein_coding,protein_coding
ENSG00000102174,PHEX,PHEX,protein_coding,protein_coding
ENSG00000102178,UBL4A,UBL4A,protein_coding,protein_coding
ENSG00000102181,CD99L2,CD99L2,protein_coding,protein_coding
ENSG00000102189,EEA1,EEA1,protein_coding,protein_coding
ENSG00000102195,GPR50,GPR50,protein_coding,protein_coding
ENSG00000102218,RP2,RP2,protein_coding,protein_coding
ENSG00000102221,JADE3,JADE3,protein_coding,protein_coding
ENSG00000102225,CDK16,CDK16,protein_coding,protein_coding
ENSG00000102226,USP11,USP11,protein_coding,protein_coding
ENSG00000102230,PCYT1B,PCYT1B,protein_coding,protein_coding
ENSG00000102239,BRS3,BRS3,protein_coding,protein_coding
ENSG00000102241,HTATSF1,HTATSF1,protein_coding,protein_coding
ENSG00000102243,VGLL1,VGLL1,protein_coding,protein_coding
ENSG00000102245,CD40LG,CD40LG,protein_coding,protein_coding
ENSG00000102265,TIMP1,TIMP1,protein_coding,protein_coding
ENSG00000102271,KLHL4,KLHL4,protein_coding,protein_coding
ENSG00000102287,GABRE,GABRE,protein_coding,protein_coding
ENSG00000102290,PCDH11X,PCDH11X,protein_coding,protein_coding
ENSG00000102302,FGD1,FGD1,protein_coding,protein_coding
ENSG00000102309,PIN4,PIN4,protein_coding,protein_coding
ENSG00000102312,PORCN,PORCN,protein_coding,protein_coding
ENSG00000102313,ITIH6,ITIH6,protein_coding,protein_coding
ENSG00000102316,MAGED2,MAGED2,protein_coding,protein_coding
ENSG00000102317,RBM3,RBM3,protein_coding,protein_coding
ENSG00000102349,KLF8,KLF8,protein_coding,protein_coding
ENSG00000102359,SRPX2,SRPX2,protein_coding,protein_coding
ENSG00000102362,SYTL4,SYTL4,protein_coding,protein_coding
ENSG00000102383,ZDHHC15,ZDHHC15,protein_coding,protein_coding
ENSG00000102384,CENPI,CENPI,protein_coding,protein_coding
ENSG00000102385,DRP2,DRP2,protein_coding,protein_coding
ENSG00000102387,TAF7L,TAF7L,protein_coding,protein_coding
ENSG00000102390,PBDC1,PBDC1,protein_coding,protein_coding
ENSG00000102393,GLA,GLA,protein_coding,protein_coding
ENSG00000102401,ARMCX3,ARMCX3,protein_coding,protein_coding
ENSG00000102409,BEX4,BEX4,protein_coding,protein_coding
ENSG00000102445,RUBCNL,RUBCNL,protein_coding,protein_coding
ENSG00000102452,NALCN,NALCN,protein_coding,protein_coding
ENSG00000102466,FGF14,FGF14,protein_coding,protein_coding
ENSG00000102468,HTR2A,HTR2A,protein_coding,protein_coding
ENSG00000102471,NDFIP2,NDFIP2,protein_coding,protein_coding
ENSG00000102524,TNFSF13B,TNFSF13B,protein_coding,protein_coding
ENSG00000102531,FNDC3A,FNDC3A,protein_coding,protein_coding
ENSG00000102539,MLNR,MLNR,protein_coding,protein_coding
ENSG00000102543,CDADC1,CDADC1,protein_coding,protein_coding
ENSG00000102547,CAB39L,CAB39L,protein_coding,protein_coding
ENSG00000102554,KLF5,KLF5,protein_coding,protein_coding
ENSG00000102572,STK24,STK24,protein_coding,protein_coding
ENSG00000102575,ACP5,ACP5,protein_coding,protein_coding
ENSG00000102580,DNAJC3,DNAJC3,protein_coding,protein_coding
ENSG00000102595,UGGT2,UGGT2,protein_coding,protein_coding
ENSG00000102606,ARHGEF7,ARHGEF7,protein_coding,protein_coding
ENSG00000102678,FGF9,FGF9,protein_coding,protein_coding
ENSG00000102683,SGCG,SGCG,protein_coding,protein_coding
ENSG00000102699,PARP4,PARP4,protein_coding,protein_coding
ENSG00000102710,SUPT20H,SUPT20H,protein_coding,protein_coding
ENSG00000102738,MRPS31,MRPS31,protein_coding,protein_coding
ENSG00000102743,SLC25A15,SLC25A15,protein_coding,protein_coding
ENSG00000102753,KPNA3,KPNA3,protein_coding,protein_coding
ENSG00000102755,FLT1,FLT1,protein_coding,protein_coding
ENSG00000102760,RGCC,RGCC,protein_coding,protein_coding
ENSG00000102763,VWA8,VWA8,protein_coding,protein_coding
ENSG00000102780,DGKH,DGKH,protein_coding,protein_coding
ENSG00000102781,KATNAL1,KATNAL1,protein_coding,protein_coding
ENSG00000102786,INTS6,INTS6,protein_coding,protein_coding
ENSG00000102794,ACOD1,ACOD1,protein_coding,protein_coding
ENSG00000102796,DHRS12,DHRS12,protein_coding,protein_coding
ENSG00000102802,MEDAG,MEDAG,protein_coding,protein_coding
ENSG00000102804,TSC22D1,TSC22D1,protein_coding,protein_coding
ENSG00000102805,CLN5,CLN5,protein_coding,protein_coding
ENSG00000102837,OLFM4,OLFM4,protein_coding,protein_coding
ENSG00000102854,MSLN,MSLN,protein_coding,protein_coding
ENSG00000102858,MGRN1,MGRN1,protein_coding,protein_coding
ENSG00000102870,ZNF629,ZNF629,protein_coding,protein_coding
ENSG00000102871,TRADD,TRADD,protein_coding,protein_coding
ENSG00000102878,HSF4,HSF4,protein_coding,protein_coding
ENSG00000102879,CORO1A,CORO1A,protein_coding,protein_coding
ENSG00000102882,MAPK3,MAPK3,protein_coding,protein_coding
ENSG00000102886,GDPD3,GDPD3,protein_coding,protein_coding
ENSG00000102890,ELMO3,ELMO3,protein_coding,protein_coding
